Mod:Item:MetaData, Localized Name
xreliquary:mob_charm_fragment:1, §aSkeleton Charm Fragment
xreliquary:mob_charm_fragment:2, §aWither Skeleton Charm Fragment
xreliquary:mob_charm_fragment:3, §aCreeper Charm Fragment
xreliquary:mob_charm_fragment:4, §aWitch Charm Fragment
xreliquary:mob_charm_fragment:5, §aZombie Pigman Charm Fragment
xreliquary:mob_charm_fragment:6, §aCave Spider Charm Fragment
xreliquary:mob_charm_fragment:7, §aSpider Charm Fragment
xreliquary:mob_charm_fragment:8, §aEnderman Charm Fragment
xreliquary:mob_charm_fragment:9, §aGhast Charm Fragment
xreliquary:mob_charm_fragment:10, §aSlime Charm Fragment
xreliquary:mob_charm_fragment:11, §aMagma Cube Charm Fragment
xreliquary:mob_charm_fragment:12, §aBlaze Charm Fragment
xreliquary:mob_charm_fragment:13, §aGuardian Charm Fragment
xreliquary:hero_medallion, item.hero_medallion.name
xreliquary:holy_hand_grenade, item.holy_hand_grenade.name
xreliquary:ice_magus_rod, item.ice_magus_rod.name
xreliquary:infernal_chalice, item.infernal_chalice.name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, item.handgun.name
xreliquary:attraction_potion, item.attraction_potion.name
xreliquary:fertile_potion, item.fertile_potion.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:tipped_arrow, Tipped Arrow
rsgauges:bistableswitch2, Industrial Contact Lever
rsgauges:bistableswitch8, Industrial Lever
rsgauges:bistableswitch7, Industrial Rotary Lever
rsgauges:bistableswitch1, Rotary Machine Switch
rsgauges:bistableswitch3, Two-Button Machine Switch
rsgauges:bistableswitch5, ESTOP Button
rsgauges:bistableswitch6, Hopper Blocker
rsgauges:pulseswitch1, Machine Button
rsgauges:pulseswitch2, Fenced Machine Button
rsgauges:pulseswitch6, Industrial Button
rsgauges:pulseswitch5, Industrial Foot Button
rsgauges:pulseswitch3, Industrial Pull Handle Button
rsgauges:dimmerswitch1, Industrial Dimmer
rsgauges:contactmat1, Industrial Door Contact Mat
rsgauges:contactmat2, Industrial Contact Mat
rsgauges:contactmat3, Industrial Shock Sensitive Contact Mat
rsgauges:trapdoorswitch1, Industrial Shock Activated Trapdoor
rsgauges:trapdoorswitch2, Industrial Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch3, Industrial Fall-Through Detection Frame
rsgauges:automaticswitch4, Industrial Day Timer Clock
rsgauges:automaticswitch7, Industrial Interval Signal Timer
rsgauges:automaticswitch1, Industrial Infrared Entity Detector
rsgauges:automaticswitch2, Industrial Linear Laser Entity Detector
rsgauges:automaticswitch3, Industrial Local Light Sensor
rsgauges:automaticswitch5, Industrial Rain Sensor
rsgauges:automaticswitch6, Industrial Thunderstorm Detector
rsgauges:observerswitch1, Industrial Block Category Detector
rsgauges:relay_pulseswitchrx1, Industrial Pulse Switch Link Receiver
rsgauges:relay_pulseswitchrx2, Industrial Cased Pulse Switch Link Receiver
rsgauges:relay_bistableswitchrx1, Industrial Switch Link Receiver
rsgauges:relay_bistableswitchrx2, Industrial Cased Switch Link Receiver
rsgauges:relay_pulseswitchtx1, Industrial Switch Link Pulse Sender
rsgauges:relay_bistableswitchtx1, Industrial Switch Link Sender
rsgauges:industrial_knock_switch, Knock Detector Bistable Switch (industrial)
rsgauges:industrial_knock_button, Knock Detector Pulse Switch (industrial)
rsgauges:flatgauge1, Analog Voltmeter Redstone Gauge
rsgauges:flatgauge6, Small Analog Voltmeter Redstone Gauge
rsgauges:flatgauge2, Analog Bar Redstone Gauge
rsgauges:flatgauge3, Small Digital Display Redstone Gauge
rsgauges:flatgauge5, Glass Tube Redstone Gauge
rsgauges:indicator4, Alarm Lamp
rsgauges:soundindicator1, Alarm Siren
rsgauges:indicator1, Green LED Redstone Indicator
rsgauges:indicator1blink1, Green Blinking LED Redstone Indicator
rsgauges:indicator2, Yellow LED Redstone Indicator
rsgauges:indicator2blink1, Yellow Blinking LED Redstone Indicator
rsgauges:indicator3, Red LED Redstone Indicator
rsgauges:indicator3blink1, Red LED Redstone Indicator
rsgauges:indicator_led_white, White LED Redstone Indicator
rsgauges:indicator_led_white_blink, White Blinking LED Redstone Indicator
rsgauges:bistableswitch_rustic1, Rustic Lever
rsgauges:bistableswitch_rustic2, Rustic Two-Hinge Lever
rsgauges:bistableswitch_rustic3, Rustic Rotary Lever
rsgauges:bistableswitch_rustic7, Rustic Nail Lever
rsgauges:pulseswitch_rustic1, Rustic Button
rsgauges:pulseswitch_rustic2, Rustic Small Button
rsgauges:pulseswitch_rustic3, Rustic Chain Button
rsgauges:pulseswitch_rustic7, Rustic Nail Button
rsgauges:contactmat_rustic1, Rustic Door Pressure Plate
rsgauges:contactmat_rustic2, Rustic Pressure Plate
rsgauges:contactmat_rustic3, Rustic Shock Sensitive Pressure Plate
rsgauges:trapdoorswitch_rustic1, Rustic Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic2, Rustic Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic3, Rustic Fall-Through Detector Trapdoor
rsgauges:gauge_rustic2, Rustic Circular Wall Meter Redstone gauge
rsgauges:indicator_rustic_flag, Rustic Redstone Semaphore
rsgauges:bistableswitch_glass1, Bistable Glass Switch
rsgauges:bistableswitch_glass2, Bistable Glass Touch Switch
rsgauges:pulseswitch_glass1, Glass Button
rsgauges:pulseswitch_glass2, Small Glass Button
rsgauges:pulseswitch_glass3, Glass Touch Button
rsgauges:contactmat_glass1, Configurable Glass Contact Plate
rsgauges:contactmat_glass2, Glass Contact Plate
rsgauges:daytimeswitch_glass1, Glass Day Timer Clock
rsgauges:timerswitch_glass1, Glass Interval Signal Timer
rsgauges:detectorswitch_glass1, Glass Infrared Entity Detector
rsgauges:detectorswitch_glass2, Glass Linear Laser Entity Detector
rsgauges:industrial_comparator_switch, Industrial Comparator Switch
rsgauges:flatgauge4, Glass Bar Redstone Gauge
rsgauges:bistableswitch_oldfancy1, Old Fancy Lever
rsgauges:bistableswitch_oldfancy2, Old Fancy Rotary Lever
rsgauges:pulseswitch_oldfancy1, Old Fancy Button
rsgauges:pulseswitch_oldfancy2, Old Fancy Chain Button
rsgauges:pulseswitch_oldfancy4, Small Old Fancy Button
rsgauges:powerplant_yellow, Yellow power plant
rsgauges:powerplant_red, Red power plant
rsgauges:bistableswitch4, Small Light Switch
rsgauges:arrowtarget, Arrow Target
rsgauges:valve_wheel_switch, Valve Switch
rsgauges:elevator_button, Elevator Button
rsgauges:door_sensor_switch, Door sensor
rsgauges:sensitiveglass, Redstone-Sensitive Glass Block (Light Emitting)
rsgauges:sensitiveglass_white, Redstone-Sensitive Glass Block (White-Stained)
rsgauges:sensitiveglass_red, Redstone-Sensitive Glass Block (Red-Stained)
rsgauges:sensitiveglass_green, Redstone-Sensitive Glass Block (Green-Stained)
rsgauges:sensitiveglass_blue, Redstone-Sensitive Glass Block (Blue-Stained)
rsgauges:sensitiveglass_yellow, Redstone-Sensitive Glass Block (Yellow-Stained)
rsgauges:sensitiveglass_orange, Redstone-Sensitive Glass Block (Orange-Stained)
rsgauges:sensitiveglass_magenta, Redstone-Sensitive Glass Block (Magenta-Stained)
rsgauges:sensitiveglass_lightblue, Redstone-Sensitive Glass Block (Light-Blue-Stained)
rsgauges:sensitiveglass_lime, Redstone-Sensitive Glass Block (Lime-Stained)
rsgauges:sensitiveglass_pink, Redstone-Sensitive Glass Block (Pink-Stained)
rsgauges:sensitiveglass_gray, Redstone-Sensitive Glass Block (Gray-Stained)
rsgauges:sensitiveglass_lightgray, Redstone-Sensitive Glass Block (Light-Gray-Stained)
rsgauges:sensitiveglass_cyan, Redstone-Sensitive Glass Block (Cyan-Stained)
rsgauges:sensitiveglass_purple, Redstone-Sensitive Glass Block (Purple-Stained)
rsgauges:sensitiveglass_brown, Redstone-Sensitive Glass Block (Brown-Stained)
rsgauges:sensitiveglass_black, Redstone-Sensitive Glass Block (Black-Stained)
rsgauges:sensitiveglass_inverted, Redstone-Sensitive Glass Block (Inverted, Light Emitting)
rsgauges:pulseswitch_rustic4, Pulse switch
rsgauges:pulseswitch_rustic5, Pulse switch
rsgauges:pulseswitch_rustic6, Pulse switch
rsgauges:pulseswitch_oldfancy3, Pulse Switch
rsgauges:bistableswitch_oldfancy3, Bistable Switch
rsgauges:bistableswitch_oldfancy4, Bistable Switch
rsgauges:bistableswitch_oldfancy5, Bistable Switch
rsgauges:bistableswitch_oldfancy6, Bistable Switch
rsgauges:bistableswitch_oldfancy7, Bistable Switch
rsgauges:bistableswitch_rustic4, Bistable Switch
rsgauges:bistableswitch_rustic5, Bistable Switch
rsgauges:bistableswitch_rustic6, Bistable Switch
rsgauges:switchlink_pearl, Switch Link Pearl
simplylight:illuminant_block, Illuminant Block
simplylight:illuminant_block_on, Illuminant Block (Inverted)
simplylight:illuminant_slab, Illuminant Slab
simplylight:illuminant_panel, Illuminant Panel
simplylight:wall_lamp, Illuminant Fixture
simplylight:edge_light, Dynamic Edge Light (bottom)
simplylight:edge_light_top, Dynamic Edge Light (top)
simplylight:lightbulb, Simple Light Bulb
simplylight:rodlamp, Illuminant Rod
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:materials:0, Corrupted Ingot
soulshardstow:materials:1, Corrupted Essence
soulshardstow:materials:2, Vile Dust
soulshardstow:vile_sword, Vile Sword
soulshardstow:cage, Soul Cage
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:framingtable, Framing Table
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:6, iModifier
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:edibles:10, Milk Chocolate Ingot
tcomplement:edibles:11, Dark Chocolate Ingot
tcomplement:edibles:20, Milk Chocolate Nugget
tcomplement:edibles:21, Dark Chocolate Nugget
tcomplement:edibles:30, Cocoa Butter
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
tcomplement:chisel_head:0, Electrical Chisel Head
tcomplement:chisel_head:0, Energetic Chisel Head
tcomplement:chisel_head:0, Vibrant Chisel Head
tcomplement:chisel_head:0, Red Chisel Head
tcomplement:chisel_head:0, Conductive Chisel Head
tcomplement:chisel_head:0, Pulsating Chisel Head
tcomplement:chisel_head:0, Dark Chisel Head
tcomplement:chisel_head:0, Souled Chisel Head
tcomplement:chisel_head:0, Chisel Head of the End
tcomplement:chisel_head:0, Fake-Iron Chisel Head
tcomplement:chisel_head:0, Naga Scale Chisel Head
tcomplement:chisel_head:0, Steeleaf Chisel Head
tcomplement:chisel_head:0, Fiery Chisel Head
tcomplement:chisel_head:0, Knightly Chisel Head
tcomplement:chisel_head:0, Wooden Chisel Head
tcomplement:chisel_head:0, Stone Chisel Head
tcomplement:chisel_head:0, Flint Chisel Head
tcomplement:chisel_head:0, Cactus Chisel Head
tcomplement:chisel_head:0, Bone Chisel Head
tcomplement:chisel_head:0, Obsidian Chisel Head
tcomplement:chisel_head:0, Prismarine Chisel Head
tcomplement:chisel_head:0, End Chisel Head
tcomplement:chisel_head:0, Paper Chisel Head
tcomplement:chisel_head:0, Sponge Chisel Head
tcomplement:chisel_head:0, Firewood Chisel Head
tcomplement:chisel_head:0, Iron Chisel Head
tcomplement:chisel_head:0, Pig Iron Chisel Head
tcomplement:chisel_head:0, Knightslime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Magma Slime Chisel Head
tcomplement:chisel_head:0, Netherrack Chisel Head
tcomplement:chisel_head:0, Cobalt Chisel Head
tcomplement:chisel_head:0, Ardite Chisel Head
tcomplement:chisel_head:0, Manyullyn Chisel Head
tcomplement:chisel_head:0, Copper Chisel Head
tcomplement:chisel_head:0, Bronze Chisel Head
tcomplement:chisel_head:0, Lead Chisel Head
tcomplement:chisel_head:0, Silver Chisel Head
tcomplement:chisel_head:0, Electrum Chisel Head
tcomplement:chisel_head:0, Steel Chisel Head
tcomplement:chisel_head:0, Abyssalnite Chisel Head
tcomplement:chisel_head:0, Refined Coralium Chisel Head
tcomplement:chisel_head:0, Dreadium Chisel Head
tcomplement:chisel_head:0, Magical Wooden Chisel Head
tcomplement:chisel_head:0, Evil Infused Chisel Head
tcomplement:chisel_head:0, Enchanted Chisel Head
tcomplement:chisel_head:0, Demonic Chisel Head
tcomplement:chisel_head:0, Treated Wood Chisel Head
tcomplement:chisel_head:0, Constantan Chisel Head
tcomplement:chisel_head:0, Gold Chisel Head
tcomplement:chisel_head:0, Quartz Chisel Head
tcomplement:chisel_head:0, Diamond Chisel Head
tcomplement:chisel_head:0, Emerald Chisel Head
tcomplement:chisel_head:0, Tin Chisel Head
tcomplement:chisel_head:0, Zinc Chisel Head
tcomplement:chisel_head:0, Brass Chisel Head
tcomplement:chisel_head:0, Nickel Chisel Head
tcomplement:chisel_head:0, Aluminum Chisel Head
tcomplement:chisel_head:0, Aluminum Brass Chisel Head
tcomplement:chisel_head:0, Fairy Chisel Head
tcomplement:chisel_head:0, Pokefennium Chisel Head
tcomplement:chisel_head:0, Red Aurum Chisel Head
tcomplement:chisel_head:0, Drulloy Chisel Head
tcomplement:chisel_head:0, Alumite Chisel Head
tcomplement:chisel_head:0, Neutronium Chisel Head
tcomplement:chisel_head:0, Infinity Chisel Head
tcomplement:chisel_head:0, Enderium Chisel Head
tcomplement:chisel_head:0, Platinum Chisel Head
tcomplement:chisel_head:0, Iridium Chisel Head
tcomplement:chisel_head:0, Mithril Chisel Head
tcomplement:chisel_head:0, Lumium Chisel Head
tcomplement:chisel_head:0, Invar Chisel Head
tcomplement:chisel_head:0, Manasteel Chisel Head
tcomplement:chisel_head:0, Terrasteel Chisel Head
tcomplement:chisel_head:0, Elementium Chisel Head
tcomplement:chisel_head:0, Gaia Spirit Chisel Head
tcomplement:chisel_head:0, Quartz Enriched Iron Chisel Head
tcomplement:chisel_head:0, Tungsten Chisel Head
tcomplement:chisel_head:0, Titanium Chisel Head
tcomplement:chisel_head:0, Advanced Alloy Chisel Head
tcomplement:chisel_head:0, Ruby Chisel Head
tcomplement:chisel_head:0, Sapphire Chisel Head
tcomplement:chisel_head:0, Peridot Chisel Head
tcomplement:chisel_head:0, Yellow Garnet Chisel Head
tcomplement:chisel_head:0, Red Garnet Chisel Head
tcomplement:chisel_head:0, Rubber Chisel Head
tcomplement:chisel_head:0, Prosperity Shard Chisel Head
tcomplement:chisel_head:0, Soulium Chisel Head
tcomplement:chisel_head:0, Base Essence Chisel Head
tcomplement:chisel_head:0, Inferium Chisel Head
tcomplement:chisel_head:0, Prudentium Chisel Head
tcomplement:chisel_head:0, Intermedium Chisel Head
tcomplement:chisel_head:0, Superium Chisel Head
tcomplement:chisel_head:0, Supremium Chisel Head
tcomplement:chisel, Chisel
titles:titlearchive, Title Archive
titles:archivefragment, Archive Fragment
torchmaster:mega_torch:0, Mega Torch
torchmaster:mega_torch:1, Unlit Mega Torch
torchmaster:terrain_lighter, Terrain Lighter
torchmaster:dread_lamp, Dread Lamp
torchmaster:feral_flare_lantern, Feral Flare Lantern
torchmaster:frozen_pearl, Frozen Pearl
waystones:waystone, Waystone
waystones:return_scroll, Return Scroll
waystones:bound_scroll, Bound Scroll
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
xtones:base, Xtone Tile
xtones:lamp_flat, Flat Lamp
xtones:agon:0, Agon 1
xtones:agon:1, Agon 2
xtones:agon:2, Agon 3
xtones:agon:3, Agon 4
xtones:agon:4, Agon 5
xtones:agon:5, Agon 6
xtones:agon:6, Agon 7
xtones:agon:7, Agon 8
xtones:agon:8, Agon 9
xtones:agon:9, Agon 10
xtones:agon:10, Agon 11
xtones:agon:11, Agon 12
xtones:agon:12, Agon 13
xtones:agon:13, Agon 14
xtones:agon:14, Agon 15
xtones:agon:15, Agon 16
xtones:azur:0, Azur 1
xtones:azur:1, Azur 2
xtones:azur:2, Azur 3
xtones:azur:3, Azur 4
xtones:azur:4, Azur 5
xtones:azur:5, Azur 6
xtones:azur:6, Azur 7
xtones:azur:7, Azur 8
xtones:azur:8, Azur 9
xtones:azur:9, Azur 10
xtones:azur:10, Azur 11
xtones:azur:11, Azur 12
xtones:azur:12, Azur 13
xtones:azur:13, Azur 14
xtones:azur:14, Azur 15
xtones:azur:15, Azur 16
xtones:bitt:0, Bitt 1
xtones:bitt:1, Bitt 2
xtones:bitt:2, Bitt 3
xtones:bitt:3, Bitt 4
xtones:bitt:4, Bitt 5
xtones:bitt:5, Bitt 6
xtones:bitt:6, Bitt 7
xtones:bitt:7, Bitt 8
xtones:bitt:8, Bitt 9
xtones:bitt:9, Bitt 10
xtones:bitt:10, Bitt 11
xtones:bitt:11, Bitt 12
xtones:bitt:12, Bitt 13
xtones:bitt:13, Bitt 14
xtones:bitt:14, Bitt 15
xtones:bitt:15, Bitt 16
xtones:cray:0, Cray 1
xtones:cray:1, Cray 2
xtones:cray:2, Cray 3
xtones:cray:3, Cray 4
xtones:cray:4, Cray 5
xtones:cray:5, Cray 6
xtones:cray:6, Cray 7
xtones:cray:7, Cray 8
xtones:cray:8, Cray 9
xtones:cray:9, Cray 10
xtones:cray:10, Cray 11
xtones:cray:11, Cray 12
xtones:cray:12, Cray 13
xtones:cray:13, Cray 14
xtones:cray:14, Cray 15
xtones:cray:15, Cray 16
xtones:fort:0, Fort 1
xtones:fort:1, Fort 2
xtones:fort:2, Fort 3
xtones:fort:3, Fort 4
xtones:fort:4, Fort 5
xtones:fort:5, Fort 6
xtones:fort:6, Fort 7
xtones:fort:7, Fort 8
xtones:fort:8, Fort 9
xtones:fort:9, Fort 10
xtones:fort:10, Fort 11
xtones:fort:11, Fort 12
xtones:fort:12, Fort 13
xtones:fort:13, Fort 14
xtones:fort:14, Fort 15
xtones:fort:15, Fort 16
xtones:glaxx:0, Glaxx 1
xtones:glaxx:1, Glaxx 2
xtones:glaxx:2, Glaxx 3
xtones:glaxx:3, Glaxx 4
xtones:glaxx:4, Glaxx 5
xtones:glaxx:5, Glaxx 6
xtones:glaxx:6, Glaxx 7
xtones:glaxx:7, Glaxx 8
xtones:glaxx:8, Glaxx 9
xtones:glaxx:9, Glaxx 10
